Symbol,Margem_Liquida,ROE,ROA,Margem_EBITDA,PL_Historico,PL_Projetado,P_VPA,EV_EBITDA,EBITDA,DY,Divida_Liquida_EBITDA,Crescimento_Receita,Crescimento_Lucro
SPRX,,,,,54.94,,,,,0.0,,,
SPRY,-200.0,-136.4,-41.15,-202.99,,-10.74,8.93,-4.93,-200932000.0,,,184.5,
SPSC,11.92,9.65,6.44,23.2,22.73,10.48,2.1,10.54,176772992.0,,0.04,5.8,-9.0
SPT,-8.18,-19.69,-5.17,-5.74,,5.49,1.83,-12.18,-26980000.0,,,11.2,
SPTX,0.0,,,0.0,,-7.71,-1.67,-12.12,-96024000.0,,,,
SPWH,-4.17,-26.5,-0.88,2.09,,-4.33,0.25,21.68,25399000.0,,19.86,2.8,
SPWR,-15.26,,-12.93,-10.62,,1.22,-1.23,-8.2,-31248000.0,,,-7.2,-87.1
SPWRW,-15.26,,-12.93,-10.62,,,-0.3,,-31248000.0,,,-7.2,-87.1
SPXD,,,,,21.44,,,,,,,,
SPYQ,,,,,,,,,,0.0,,,
SQFT,-61.35,-30.49,0.02,25.21,,-7.88,0.19,22.0,4150824.0,,19.67,-8.5,
SQFTP,-61.35,-30.49,0.02,25.21,,,0.4,22.88,4150824.0,5419.0,19.67,-8.5,
SQFTW,-61.35,-30.49,0.02,25.21,,,0.0,,4150824.0,,19.67,-8.5,
SQLV,,,,,13.21,,,,,100.0,,,
SQQQ,,,,,,,,,,1219.0,,,
SQS,,,,,29.13,,,,,,,,
SRAD,5.27,7.43,2.8,32.07,58.8,17.23,4.25,9.68,425044992.0,,0.14,11.3,
SRBK,14.37,2.44,0.42,0.0,33.31,23.56,0.77,,,124.0,,7.6,100.0
SRCE,37.7,12.65,1.78,0.0,12.11,11.29,1.47,,,218.0,,5.1,7.5
SRET,,,,,13.29,,,,,785.0,,,
SRPT,2.98,4.91,0.02,2.11,49.31,6.33,1.21,47.98,46184000.0,,22.67,-1.9,
SRRK,0.0,-138.94,-54.3,0.0,,-21.63,22.13,-14.39,-407971008.0,,,,
SRTA,20.56,-6.35,-1.91,-0.05,,,1.69,-3887.56,-110000.0,,,87.4,
SRTS,-34.5,-15.77,-13.44,-51.58,,-164.37,0.94,-2.34,-11622500.0,,,-59.3,
SRZN,0.0,,-22.82,0.0,,-6.24,-1.03,-4.42,-42689000.0,,,408.6,
SRZNW,0.0,,-22.82,0.0,,,-0.0,,-42689000.0,,,408.6,
SSAC,0.0,,,0.0,,,-20.39,,,,,,
SSACR,0.0,,,0.0,,,-0.36,,,,,,
SSACU,0.0,,,0.0,,,-20.84,,,,,,
SSACW,0.0,,,0.0,,,-0.23,,,,,,
SSBI,18.41,6.04,0.58,0.0,15.7,,0.92,,,,,-3.6,-32.8
SSEA,0.0,,,0.0,,,19.32,,,,,,
SSEAR,0.0,,,0.0,,,0.32,,,,,,
SSEAU,0.0,,,0.0,,,19.49,,,,,,
SSII,-20.69,-21.1,-4.8,-9.74,,-56.67,17.26,-143.7,-4720166.0,,,116.8,
SSM,0.0,,,0.0,,,-9.35,-0.73,-8986929.0,,,,
SSNC,12.65,11.8,4.53,31.79,20.55,8.83,2.33,11.4,2036000000.0,163.0,3.75,8.8,8.3
SSP,-4.63,-7.74,1.92,14.07,,-3.41,0.31,10.86,301633984.0,,8.89,-1.4,
SSRM,12.17,12.41,7.82,44.36,11.21,5.9,1.74,7.45,840579968.0,,0.08,83.7,
SSS,,,,,25.65,,,,,,,,
SSSS,10694.8,79.19,-2.24,0.0,1.78,-22.45,0.87,,,401.0,,46.7,
SSSSL,,,,,,,,,,,,,
SSTI,-14.95,-21.12,-6.12,-3.04,,104.46,1.36,-29.86,-3037000.0,,,-14.7,
SSYS,-21.0,-14.29,-4.36,-5.35,,46.22,0.87,-17.46,-29281000.0,,,-2.5,
STAA,-7.24,-5.99,0.88,5.0,,28.72,4.01,88.58,14511000.0,,2.57,119.6,
STAK,-21.68,-42.94,-7.22,-11.07,,,3.61,-17.47,-3009734.0,,,13.4,-31.2
STBA,34.09,9.54,1.38,0.0,13.53,12.59,1.22,,,307.0,,4.1,8.0
STEP,-26.88,-55.88,-11.27,-49.03,,12.95,-8.38,-5.07,-977436992.0,389.0,,55.8,
STEX,0.0,-625.17,-70.97,0.0,,2.6,0.53,-0.62,-95913000.0,,,,
STFS,-93.4,-167.62,-67.74,0.0,,,0.44,,,,,33.1,
STGW,0.64,2.86,2.23,10.82,100.57,5.99,2.46,10.54,320528000.0,,5.33,8.0,
STHO,-53.75,-26.78,2.51,22.94,,,0.44,9.46,28548000.0,,7.27,43.2,
STI,0.0,,-120.66,0.0,,,-12.43,-9.36,-11270630.0,,,,
STIM,-24.48,-131.56,-13.56,-17.0,,-3.62,6.39,-6.24,-25778000.0,,,7.8,
STKE,0.0,-215.52,-25.34,0.0,,-3.66,1.28,-2.6,-30346954.0,,,,
STKH,0.0,-179.04,-68.13,0.0,,,762.0,-645.87,-6412000.0,,,,
STKS,-11.15,-57.28,2.68,10.27,,3.19,-0.72,10.77,82897000.0,,7.77,0.8,
STLD,7.22,15.25,6.66,12.18,26.12,13.32,3.84,16.74,2315760128.0,87.0,1.81,19.1,93.1
STNC,,,,,19.86,,,,,93.0,,,
STNE,25.95,30.7,7.09,52.93,3.99,4.39,1.11,1.23,7164584960.0,,2.29,4.3,273.8
STOK,0.0,-45.58,-27.24,0.0,,-10.02,4.9,-8.71,-183516000.0,,,-96.1,
STRA,10.21,7.91,5.95,19.11,13.65,9.53,1.06,6.91,242823008.0,311.0,0.45,0.8,19.4
STRC,0.0,-30.76,-17.81,0.0,,,0.82,-3.26,-13990264832.0,1317.0,,11.9,
STRD,0.0,-30.76,-17.81,0.0,,,0.58,-2.62,-13990264832.0,1619.0,,11.9,
STRF,0.0,-30.76,-17.81,0.0,,,0.65,-3.37,-13990264832.0,1091.0,,11.9,
STRK,0.0,-30.76,-17.81,0.0,,,0.57,-2.59,-13990264832.0,1326.0,,11.9,
STRL,12.02,36.68,12.91,20.13,79.74,33.0,23.01,46.86,580780032.0,,0.59,91.6,141.4
STRO,-154.21,,-19.32,-80.71,,-4.24,-7.23,-3.67,-80393000.0,,,-16.5,
STRR,-4.18,-15.83,-2.13,-0.01,,8.96,0.67,-5522.91,-10000.0,,,57.1,
STRRP,-4.18,-15.83,-2.13,-0.01,,-10.61,0.59,-5057.19,-10000.0,1025.0,,57.1,
STRS,74.96,6.24,-2.67,-54.9,10.84,,1.09,-28.97,-15736000.0,,,-24.8,
STRT,4.31,10.39,5.16,8.23,13.28,14.28,1.37,5.38,47724000.0,,0.02,-4.5,-40.9
STRZ,-13.19,,,8.37,,-9.66,1.0,11.12,105566632.0,,7.56,-7.2,
STTK,0.0,-61.04,-36.66,0.0,,-10.45,4.25,-6.66,-48940000.0,,,,
STX,21.6,1787.97,24.66,31.92,99.01,38.34,212.83,67.14,3513999872.0,29.0,1.19,44.1,108.3
SUGP,-9.61,-20.11,-7.94,-8.46,,,0.13,1.13,-16269250.0,,,-6.5,
SUIG,0.0,-558.87,-259.09,0.0,,-8.06,0.58,,,,,-23.7,
SUIS,,,,,,,,,,,,,
SUJA,-4.28,,,13.23,,21.28,,11.93,45810000.0,,7.19,22.5,
SUMA,0.0,,,0.0,,,-39.52,,,,,,
SUMAR,0.0,,,0.0,,,-1.08,,,,,,
SUMAU,0.0,,,0.0,,,-40.6,,,,,,
SUNE,-17.28,-65.51,-5.67,-4.49,0.03,,0.38,-6.35,-2986902.0,,,-43.1,
SUNS,59.67,7.24,4.71,0.0,8.61,6.68,0.63,,,1421.0,,60.8,17.5
SUPN,-3.74,-2.75,1.11,15.79,,10.24,2.41,18.25,122628000.0,,0.33,38.6,
SUPP,,,,,39.4,,,,,30.0,,,
SUPX,0.0,-85.63,-27.27,0.0,,,8.91,-2.97,-54751596.0,,,283.8,
SURG,-64.91,,-170.27,-53.68,,7.93,-0.4,-0.7,-33478864.0,,,51.1,
SUSB,,,,,,,,,,451.0,,,
SUSC,,,,,,,,,,445.0,,,
SUSL,,,,,26.68,,,,,92.0,,,
SVA,,,,,6.66,-53.92,0.86,,,,,,
SVAC,0.0,,,0.0,,,-0.73,,,,,,
SVACU,0.0,,,0.0,,,-0.77,,,,,,
SVACW,0.0,,,0.0,,,-0.13,,,,,,
SVAQ,0.0,,,0.0,,,-41.88,,,,,,
SVAQU,0.0,,,0.0,,,-42.08,,,,,,
SVAQW,0.0,,,0.0,,,-3.4,,,,,,
SVC,-13.59,-38.6,1.9,28.69,,-7.43,0.58,12.34,500352000.0,234.0,10.17,-16.3,
SVCC,0.0,,,0.0,40.58,,-46.27,,,,,,-6.9
SVCCU,0.0,,,0.0,,,-47.46,,,,,,-6.9
SVCCW,0.0,,,0.0,,,-0.72,,,,,,-6.9
SVCO,-41.65,-34.67,-12.91,-32.18,,46.55,5.41,-19.34,-21475000.0,,,26.0,
SVIV,0.0,,,0.0,,,-3400.0,,,,,,
SVIVU,0.0,,,0.0,,,-3450.0,,,,,,
SVIVW,0.0,,,0.0,,,0.14,,,,,,
SVRA,0.0,-79.95,-40.53,0.0,,-19.66,8.33,-9.7,-133168000.0,,,,
SVRE,0.0,-257.45,-85.86,0.0,,,900.0,,-30650000.0,,,-78.3,
SVREW,0.0,-257.45,-85.86,0.0,,,2.57,,-30650000.0,,,-78.3,
SVRN,0.0,-54.12,-13.73,-165.45,,,0.04,1.19,-22170000.0,,,-37.4,
SWAG,0.33,1.24,-0.92,0.3,112.5,,1.37,87.41,353000.0,,6.22,8.9,
SWAGW,0.33,1.24,-0.92,0.3,,,0.02,,353000.0,,6.22,8.9,
SWBI,3.53,4.93,3.35,11.41,40.66,50.52,2.04,12.81,59760000.0,312.0,0.89,26.7,86.7
SWIM,1.55,2.2,2.36,15.18,84.0,21.73,1.69,12.03,83789000.0,,4.12,5.3,
SWKHL,,,,,,,,,,,,,
SWKS,8.93,6.17,3.54,22.48,30.6,14.29,1.92,11.89,909100032.0,387.0,1.31,-1.0,-44.9
SWMR,0.0,,,0.0,,153.52,-2.02,-47.92,-8853529.0,,,-81.6,
SWP,,,,,23.95,,,,,394.0,,,
SWVL,5.43,116.44,-1.69,-1.12,12.33,-0.14,2.49,-34.38,-270414.0,,,,
SWVLW,,,,,,,0.01,,,,,,
SXTC,0.0,-50.3,-18.27,0.0,,,0.09,2.18,-8335278.0,,,-24.5,
SXTP,0.0,-172.82,-77.92,0.0,,-0.47,-0.93,-1.37,-7850662.0,,,-36.8,
SXTPW,,,,,,,-0.02,,,,,,
SY,-15.57,-15.04,-6.61,-13.32,,-17.29,0.67,0.7,-220909504.0,,,45.6,
SYBT,35.93,13.81,1.55,0.0,15.28,13.37,1.99,,,172.0,,9.4,9.7
SYM,-0.29,-5.73,-0.65,0.9,,53.47,7.14,144.27,22643000.0,,1.23,23.1,
SYNA,-4.1,-3.5,-1.75,7.52,,25.49,3.83,64.34,88100000.0,,9.98,10.4,
SYPR,-8.23,-58.29,-6.14,-6.62,,,3.95,-10.02,-7687000.0,,,-12.5,
SYRE,0.0,-31.11,-22.65,0.0,,-31.02,14.86,,,,,,
SYZ,,,,,18.34,,,,,60.0,,,
SZZL,0.0,,,0.0,33.45,,-30.68,,,,,,
SZZLR,0.0,,,0.0,,,-0.49,,,,,,
SZZLU,0.0,,,0.0,,,-30.95,,,,,,
TACH,0.0,,-0.7,0.0,32.56,,-26.31,,,,,,
TACHU,0.0,,-0.7,0.0,,,-28.62,,,,,,
TACHW,0.0,,-0.7,0.0,,,-1.85,,,,,,
TACO,0.0,,,0.0,29.71,,1.3,,,,,,
TACOU,0.0,,,0.0,,,1.34,,,,,,
TACOW,0.0,,,0.0,,,0.09,,,,,,
TACT,-0.93,-1.56,-0.85,0.05,,-56.22,1.65,1393.67,28000.0,,227.25,10.4,3862.7
TALKW,,,,,,,0.0,,,,,,
TANH,-80.88,-25.97,-5.72,-31.71,,,0.0,1.79,-12165331.0,,,-16.9,
TAOP,-32.65,-56.83,-15.48,-24.52,,3.7,0.67,-3.0,-7555349.0,,,-28.9,
TAOX,0.0,-152.51,-25.05,0.0,,,1.14,-2.77,-9292356.0,,,,982.6
TAOZ,,,,,,,,,,,,,
TARA,0.0,-37.27,-24.29,0.0,,-2.43,1.09,-1.32,-69685000.0,,,,
TARK,,,,,,,,,,0.0,,,
TARS,-9.02,-13.96,-5.87,-9.16,,23.08,8.2,-51.96,-49018000.0,,,106.9,
TASK,8.7,26.52,9.93,18.05,4.15,3.08,1.56,3.77,218816000.0,,2.5,10.3,13.0
TATT,9.27,11.05,5.33,12.62,33.62,18.62,3.19,23.67,22335000.0,,0.75,-2.4,-23.5
TAVI,0.0,,-0.64,0.0,48.23,,-130.99,,,,,,-15.7
TAVIR,0.0,,-0.64,0.0,,,-1.23,,,,,,-15.7
TAVIU,0.0,,-0.64,0.0,,,-132.47,,,,,,-15.7
TAX,,,,,22.36,,,,,32.0,,,
TAXE,,,,,,,,,,358.0,,,
TAXI,,,,,,,,,,,,,
TAXS,,,,,,,,,,,,,
TAXT,,,,,,,,,,,,,
TAYD,21.52,16.23,9.06,25.43,18.64,15.3,2.7,12.05,12271608.0,,0.0,5.8,23.5
TBBK,43.49,30.28,2.4,0.0,11.51,7.34,3.55,,,,,4.1,18.5
TBCH,0.4,1.02,2.2,6.79,613.5,10.76,2.15,14.29,20244000.0,,2.87,-34.0,
TBH,0.0,-879.44,-70.75,0.0,,-3.78,25.79,,,,,,
TBIL,,,,,,,,,,417.0,,,
TBLA,5.64,11.21,1.66,6.93,12.97,6.85,1.34,9.45,135148000.0,,1.12,9.1,
TBLAW,5.64,11.21,1.66,6.93,,,0.0,,135148000.0,,1.12,9.1,
TBLD,0.0,,,0.0,4.83,,,,,582.0,,,
TBPH,104.34,50.17,0.76,5.99,7.61,13.52,3.01,79.18,6576000.0,,6.16,15.0,
TBRG,1.27,2.54,3.24,9.78,90.1,8.84,2.15,15.37,33818000.0,,4.98,-1.1,0.0
TC,38.34,,-19.86,0.0,0.18,15.38,0.79,,,,,,
TCAN,,,,,,,,,,,,,
TCBI,28.67,10.15,1.1,0.0,13.41,12.14,1.35,,,79.0,,16.9,69.6
TCBIO,28.67,10.15,1.1,0.0,5.13,,0.27,,,708.0,,16.9,69.6
TCBK,30.99,9.99,1.3,0.0,13.37,12.11,1.27,,,273.0,,10.7,30.0
TCBS,18.96,5.67,0.7,0.0,16.95,,0.92,,,130.0,,12.1,40.9
TCHI,,,,,21.59,,,,,225.0,,,
TCMD,5.91,9.59,7.31,11.31,30.4,17.57,2.76,13.82,38843000.0,,0.39,22.8,
TCOM,53.35,21.12,3.87,26.62,6.46,9.73,1.17,-0.6,16613999616.0,57.0,1.9,20.8,98.1
TCPC,-66.92,-18.73,5.91,0.0,,4.57,0.48,,,2601.0,,-23.8,
TCRT,0.0,-350.3,-129.43,0.0,,-3.58,1.69,-1.18,-4130500.0,,,,
TCRX,0.0,-80.95,-29.62,0.0,,-1.04,0.43,-0.2,-123821000.0,,,-54.8,
TCX,-20.08,,-1.63,6.53,,7.05,-0.84,31.36,25625000.0,,27.14,2.2,
TDAC,0.0,,-0.31,0.0,38.36,,-34.53,,,,,,-10.1
TDACU,0.0,,-0.31,0.0,,,-8.18,,,,,,-10.1
TDACW,0.0,,-0.31,0.0,,,-0.91,,,,,,-10.1
TDI,,,,,15.33,,,,,163.0,,,
TDIC,-60.76,-182.55,-40.96,-70.14,,,0.48,0.38,-38401208.0,,,28.9,
TDIV,,,,,23.58,,,,,114.0,,,
TDOG,,,,,,,,,,,,,
TDOT,,,,,,,,,,,,,
TDSB,,,,,26.83,,,,,212.0,,,
TDSC,,,,,25.36,,,,,201.0,,,
TDTH,0.0,,-288.03,0.0,,,-1.03,-0.86,-19239548.0,,,43.6,
TDUP,-6.69,-37.19,-7.91,-2.73,,-103.5,13.33,-91.69,-8770000.0,,,14.6,
TDWD,0.0,,,0.0,,,1.41,,,,,,
TDWDR,0.0,,,0.0,,,0.02,,,,,,
TDWDU,0.0,,,0.0,,,1.42,,,,,,
TEAD,-39.14,-190.89,-1.28,2.54,,-2.14,1.17,20.55,32495000.0,,20.11,-7.1,
TEAM,-3.5,-19.29,0.55,2.83,,13.07,13.58,118.49,175120992.0,,7.1,31.7,
TECH,9.05,5.34,7.45,30.23,80.37,27.39,4.36,24.27,366044992.0,57.0,0.79,-1.5,128.6
TECX,0.0,-31.42,-20.72,0.0,,-6.54,2.5,-3.76,-91720000.0,,,,
TECY,,,,,,,,,,,,,
TEKX,,,,,38.37,,,,,21.0,,,
TEKY,,,,,34.37,,,,,20.0,,,
TELA,-49.3,-616.62,-28.72,-40.59,,-1.41,-6.77,-1.63,-32802000.0,,,2.9,
TELO,0.0,-384.26,-186.93,0.0,,-4.46,8.68,,,,,,
TEM,-22.2,-81.58,-9.07,-13.58,,-455.7,20.93,-50.79,-185246000.0,,,36.1,
TENB,-1.15,-3.73,1.17,3.96,,12.55,12.59,75.68,40535000.0,,10.41,9.6,
TENX,0.0,-51.71,-32.74,0.0,,-9.8,5.96,,,,,,
TER,22.55,28.75,15.83,30.67,78.09,43.99,20.92,56.48,1161465984.0,12.0,0.07,87.0,314.8
TERG,,,,,,,,,,,,,
TEXN,,,,,25.52,,,,,,,,
TEXX,,,,,25.26,,,,,,,,
TFGZ,,,,,,,,,,,,,
TFNS,,,,,16.57,,,,,,,,
TFSL,27.77,4.87,0.54,0.0,51.15,45.62,2.45,,,669.0,,9.8,14.3
TGHL,0.0,,-332.94,0.0,,,-4.61,-0.85,-14915481.0,,,-65.2,
TGL,0.0,-138.69,-34.23,0.0,,-8.19,0.38,-0.28,-14124732.0,,,125.2,
TGTX,65.95,112.6,8.55,21.36,18.86,18.78,13.11,52.7,149580000.0,,5.04,69.6,300.0
TH,-13.47,-11.01,-5.02,9.66,,30.4,5.45,66.86,31238000.0,,1.25,4.1,
THCH,-38.23,,-12.04,-8.22,,-0.34,-0.35,-18.18,-104563232.0,,,-14.6,
THFF,31.16,13.14,1.38,0.0,11.05,9.92,1.36,,,298.0,,8.4,7.2
THMZ,,,,,27.05,,,,,41.0,,,
THRM,1.47,3.32,5.09,10.9,48.03,11.49,1.5,6.99,167646000.0,,1.63,11.3,
THRV,,,,,14.84,,,,,,,,
THRY,1.88,6.91,4.96,8.63,11.15,18.4,0.72,6.22,66561000.0,,3.88,-7.5,
THYM,,,,,,,,,,,,,
THYP,,,,,,,,,,,,,
TIGO,19.14,37.44,5.76,43.29,11.94,13.44,4.03,9.13,2785999872.0,341.0,4.27,45.1,-43.0
TIGR,20.01,14.73,1.41,0.0,7.62,4.93,0.96,,,,,27.1,
TIL,0.0,-37.07,-12.69,0.0,,-0.52,0.45,-1.39,-44397000.0,,,,
TILE,8.92,22.08,8.9,14.91,15.14,13.89,2.96,9.94,211855008.0,37.0,1.35,11.3,81.8
TIPT,0.0,-5.07,-0.45,0.0,,,1.32,-21.63,-44211000.0,136.0,,,149.9
TITN,-2.28,-9.15,-0.08,1.5,,-60.75,0.81,36.44,35367000.0,,24.27,-12.1,
TJGC,-122.08,-356.96,-93.3,-121.2,,,9.38,-0.76,-38717356.0,,,8.4,
TKLF,1.47,10.8,2.54,2.77,33.33,,0.2,10.09,8364363.0,1198.0,9.34,94.3,
TKNO,-41.07,-23.92,-9.29,-22.66,,-19.96,4.04,-28.74,-9472000.0,,,13.1,
TKNS,,,,,,,,,,,,,
TLA,,,,,,,,,,,,,
TLF,-2.94,-4.37,-0.67,0.13,,4.07,0.36,357.6,103000.0,,269.1,3.2,-98.0
TLG,,,,,32.39,,,,,0.0,,,
TLIH,7.33,48.75,6.15,15.7,2.82,,0.99,2.77,11959000.0,,2.6,39.9,145.1
TLN,-0.65,-1.86,1.94,20.21,,13.71,17.43,37.45,654000000.0,,10.43,96.7,
TLNC,0.0,,,0.0,,,-47.98,,,,,,
TLNCU,0.0,,,0.0,,,-49.67,,,,,,
TLNCW,0.0,,,0.0,,,-3.71,,,,,,
TLPH,0.0,-118.4,-40.19,0.0,,-3.89,3.04,,,,,,
TLRY,-156.66,-63.16,-1.47,2.07,,17.0,1.53,111.53,17758000.0,,19.37,-7.8,
TLS,-14.25,-23.28,-5.87,-5.75,,16.69,3.36,-26.97,-10458000.0,,,55.9,
TLSA,0.0,-924.32,-115.96,0.0,,-5.81,15.06,-6.45,-21120000.0,,,,
TLSI,-60.85,,-35.17,-61.13,,-16.12,19.28,-8.22,-27439000.0,,,-2.9,
TLSIW,-60.85,,-35.17,-61.13,,,4.07,,-27439000.0,,,-2.9,
TLT,,,,,,-4310.0,0.58,,,455.0,,,
TLX,-0.89,-1.86,1.15,4.04,,43.69,8.33,116.58,32460000.0,,14.39,49.3,
TMB,,,,,,,,,,421.0,,,
TMC,0.0,,-78.21,0.0,,-26.78,-76.51,-12.63,-155788000.0,,,,
TMCI,-29.44,-66.88,-17.87,-23.0,,-4.99,3.77,-6.52,-47678000.0,,,-10.2,
TMCR,0.0,,,0.0,,-77.5,10.03,,,,,,
TMCWW,0.0,,-78.21,0.0,,,-2.78,,-155788000.0,,,,
TMDX,27.04,45.22,5.2,19.71,16.89,22.39,5.35,23.56,125349000.0,,6.89,21.2,-71.5
TMED,,,,,28.65,,,,,,,,
TMNL,,,,,,,,,,,,,
TMNS,,,,,,,,,,,,,
TMSF,,,,,11.3,,,,,,,,
TMTS,0.0,,,0.0,,,-294.12,,,,,,
TMTSU,0.0,,,0.0,,,-2036.0,,,,,,
TMTSW,0.0,,,0.0,,,-109.42,,,,,,
TMUS,11.65,18.02,5.87,37.43,19.61,13.21,3.59,9.39,33884999680.0,221.0,3.6,10.6,-12.0
TMUSI,,,,,,,,,,,,,
TMUSL,,,,,,,,,,,,,
TMUSZ,,,,,,,,,,,,,
TMYY,,,,,,,,,,,,,
TNDM,-9.2,-65.73,-3.68,-4.21,,201.2,6.34,-26.66,-43203000.0,,,5.5,
TNGX,-188.15,-38.42,-20.69,-202.5,,-18.12,11.15,-32.58,-115406000.0,,,,
TNMG,-167.9,-164.59,-31.7,-96.55,,-3.47,0.04,-0.41,-47961848.0,,,5.7,
TNON,-270.09,-220.32,-55.35,-246.09,,-0.76,-4.45,-0.77,-11313000.0,,,89.9,
TNONW,,,,,,,-0.07,,,,,,
TNXP,0.0,-72.33,-41.92,0.0,,-1.53,0.62,-0.04,-149199008.0,,,183.2,
TNXT,,,,,31.31,,,,,,,,
TNYA,0.0,-73.59,-38.46,0.0,,-1.75,1.48,-1.11,-78320000.0,,,,
TOI,-7.97,,-12.3,-4.75,,-31.44,-30.86,-22.29,-25909000.0,,,41.2,
TOIIW,-7.97,,-12.3,-4.75,,,-0.26,,-25909000.0,,,41.2,
TOMZ,-75.33,-223.94,-26.74,-60.74,,18.69,1.13,-5.58,-3470483.0,,,4.9,
TONX,0.0,-143.1,-12.59,-204.61,,,0.41,-3.88,-34225000.0,,,302.5,
TOP,-122.35,-14.23,-8.58,0.0,,,1.55,,,,,55.7,
TORO,22.67,1.45,-0.87,0.31,257.0,,0.68,2623.84,67316.0,,0.0,7.7,
TOUR,6.15,3.68,1.35,7.04,10.5,9.2,3.41,-23.48,41764752.0,2574.0,0.1,12.8,
TOWN,19.02,6.56,0.84,0.0,17.09,10.2,1.12,,,307.0,,36.2,-22.0
TOYO,13.75,69.55,,27.19,6.63,3.18,3.49,3.9,140988640.0,,0.83,177.0,
TPCS,-3.43,-14.09,-0.17,6.02,,2.42,4.79,22.77,1989000.0,,5.28,-6.9,
TPG,4.23,10.76,3.16,0.0,179.91,11.12,5.33,,,566.0,,-56.8,
TPGXL,,,,,,,,,,,,,
TPLS,,,,,,,,,,461.0,,,
TPST,0.0,-721.0,-61.69,0.0,,-1.04,22.02,-1.18,-20920000.0,,,,
TQQQ,,,,,38.16,,,,,37.0,,,
TQQY,,,,,,,,,,5973.0,,,
TRAW,0.0,-5639.19,-90.09,0.0,,-0.42,-12.14,-0.49,-19514000.0,,,,
TRAX,0.0,,,0.0,,-5.67,2.41,-1.85,-179999008.0,,,,
TRBF,,,,,,,,,,,,,
TRDA,0.0,-48.28,-26.84,0.0,,-2.22,0.85,-0.32,-172556000.0,,,-95.7,
TREE,15.02,88.6,8.02,9.5,2.84,5.42,1.68,7.55,114497000.0,,3.82,36.5,
TRGS,0.0,,,0.0,,,-23.24,,,,,,
TRGSR,0.0,,,0.0,,,-0.44,,,,,,
TRGSU,0.0,,,0.0,,,-2006.0,,,,,,
TRI,19.93,12.73,6.94,28.32,23.26,15.96,3.04,17.25,2169999872.0,325.0,1.24,9.8,5.6
TRIB,-85.36,,-5.72,-18.83,,-0.34,-0.12,-16.99,-8243000.0,,,,
TRIN,46.09,13.84,6.35,0.0,8.94,8.09,1.27,,,1509.0,,32.9,-17.1
TRINI,,,,,,,,,,,,,
TRINZ,,,,,,,,,,,,,
TRIP,0.99,2.94,2.43,7.13,112.64,7.68,2.31,11.71,133800000.0,,9.31,-4.0,
TRMB,12.38,8.25,4.65,23.52,25.75,12.07,2.02,14.59,866899968.0,,1.63,11.8,55.6
TRMD,24.45,15.65,7.15,43.87,8.55,6.52,1.34,6.22,619600000.0,961.0,1.75,22.2,90.3
TRMK,28.41,10.92,1.22,0.0,12.11,11.16,1.27,,,219.0,,5.7,8.0
TRNR,-183.53,-258.68,-21.5,-90.19,,,0.2,-2.02,-13813000.0,,,279.1,
TRNS,1.62,1.83,2.27,12.62,156.95,41.75,2.78,23.01,41885000.0,,3.18,15.8,-58.3
TRON,112.99,4.29,-1.03,-38.38,,,1.89,-383.54,-1855799.0,,,8.7,
TROO,-163.23,-47.59,-13.57,-80.7,,,7.03,-24.68,-13796000.0,,,27.0,
TROW,28.28,18.69,10.85,39.53,11.37,11.0,2.11,7.01,2928600064.0,491.0,0.16,5.3,3.7
TRS,137.34,1.74,0.76,9.22,123.14,19.86,2.3,11.29,60980000.0,37.0,7.45,10.4,6895.6
TRST,33.26,9.29,0.98,0.0,15.71,18.67,1.41,,,284.0,,7.9,21.3
TRUC,,,,,19.27,,,,,,,,
TRUD,,,,,29.27,,,,,,,,
TRUF,,,,,17.57,,,,,,,,
TRUG,-75.05,,-19.11,-26.92,,,0.34,0.64,-5023580.0,,,-4.2,
TRUH,,,,,27.77,,,,,,,,
TRUI,,,,,,,,,,,,,
TRUO,,,,,,,,,,,,,
TRUP,1.74,7.08,1.51,2.5,39.95,5.47,2.6,20.39,36966000.0,,2.96,12.3,
TRUT,,,,,32.88,,,,,,,,
TRVG,2.07,5.87,0.2,0.59,28.35,41.32,1.43,70.7,3371000.0,,10.61,15.1,
TRVI,0.0,-33.59,-23.02,0.0,,-31.16,12.97,-43.64,-52629000.0,,,,
TSAT,-47.73,-30.66,0.31,44.45,,-6.0,1.68,28.91,172603008.0,,21.44,-25.4,
TSBK,36.52,11.8,1.55,0.0,11.24,,1.27,,,256.0,,4.4,5.9
TSCM,,,,,39.74,,,,,,,,
TSCO,6.91,45.5,8.23,12.47,14.62,12.91,6.06,11.14,1952216064.0,323.0,3.28,3.6,-8.1
TSDD,,,,,,,,,,925.0,,,
TSEL,,,,,35.39,,,,,0.0,,,
TSEM,15.13,8.69,4.15,33.16,131.47,49.26,10.7,56.68,537648000.0,,0.29,15.5,62.9
TSHA,0.0,-97.28,-37.77,0.0,,-15.59,9.3,-13.42,-131406000.0,,,,
TSL,,,,,,,,,,0.0,,,
TSLA,3.95,4.9,2.23,11.33,343.79,152.65,17.43,126.65,11093999616.0,,1.43,15.8,8.3
TSLG,,,,,,,,,,778.0,,,
TSLL,,,,,56.77,,,,,609.0,,,
TSLQ,,,,,74.37,,,,,1154.0,,,
TSLR,,,,,,,,,,0.0,,,
TSLS,,,,,,,,,,348.0,,,
TSMG,,,,,,,,,,673.0,,,
TSMU,,,,,,,,,,0.0,,,
